# What each documented introspection method does when sent an argument list it
# could accept (Phase 5i Task 0). Derived by
# crates/rexx-exec/tests/introspection_arity.rs; edit that, never this.
#
# class<TAB>method<TAB>arm<TAB>verdict<TAB>evidence
#
# THIS TABLE REPLACES corpus/method-bodies.txt's verdict column for these
# classes. That column sends no arguments, so for a method that needs them it
# records agreement about an arity error. No task in Phase 5i may cite it as
# a reason a row needs no work.
#
#   agree          the oracle and the crate give identical descriptors,
#                  the answered value among them
#   send-differs   the receiver was built on both sides and the send differs
#   setup-differs  one side could not build the receiver, so the row says
#                  nothing about its own method
#   exempt         a committed reason instead of an argument list
#   no-value       the send completed the same way on both sides and returned
#                  no result, so nothing beyond the three descriptors was
#                  compared. It is deliberately not `agree`: a reader sizing
#                  work from it learns that the send is reachable and nothing
#                  about what the method answers.
#   unstable       marked UNSTABLE: -- the oracle does not reproduce its own
#                  answer between two runs, so no value comparison could say
#                  anything. The marker is policed by running the oracle
#                  twice, not by this line.
#
# THE ANSWERED VALUE IS COMPARED HERE, unlike corpus/collection-arity.tsv:
# the probe assigns the send's result and prints `vv~string`, so a row both
# sides complete with different answers reads send-differs rather than agree.
# `Class~enhanced` is the row it exists for: the oracle answers `enhanced K`
# at rc 0, so a crate that completes the send and answers something else was
# invisible to an instrument reading only the exit status and the streams. A
# task closing a row still owes it a witness that reads the answer's own
# contents, which `~string` does not.
#
# The argument lists are corpus/introspection-arguments.tsv and the receivers
# are corpus/introspection-receivers.tsv. A list is only real if the ORACLE
# completes the send; the test makes an oracle run that does not a failure for
# that row.
#
# Pointer's and Buffer's INSTANCE arm is deliberately absent: class-set.txt
# gives them no construction expression, because the reference says instances
# come only from native code (utilityclasses.xml:429, :6910), so every
# instance row of theirs would be setup-differs on the oracle's own side.
# Their class arm is here, marked REFUSED: in the argument file -- the oracle
# answers 93.967 and that refusal is what the row measures.
RexxContext	form	instance	agree	rc0
RexxContext	fuzz	instance	agree	rc0
RexxContext	interpreter	instance	agree	rc0
RexxContext	invocation	instance	agree	rc0
RexxContext	line	instance	agree	rc0
RexxContext	name	instance	agree	rc0
RexxContext	package	instance	agree	rc0
RexxContext	rs	instance	agree	rc0
RexxContext	stackFrames	instance	agree	rc0
RexxContext	thread	instance	agree	rc0
RexxContext	variables	instance	agree	rc0
RexxInfo	architecture	instance	agree	rc0
RexxInfo	caseSensitiveFiles	instance	agree	rc0
RexxInfo	date	instance	agree	rc0
RexxInfo	debug	instance	agree	rc0
RexxInfo	digits	instance	agree	rc0
RexxInfo	directorySeparator	instance	agree	rc0
RexxInfo	endofline	instance	agree	rc0
RexxInfo	executable	instance	send-differs	oracle rc0 VALUE /home/moritz/dev/repos/ooRexx/build/bin/rexx; crate rc120 rexx-exec: method "EXECUTABLE" of class "RexxInfo" is not implemented (Phase 5)
RexxInfo	form	instance	agree	rc0
RexxInfo	fuzz	instance	agree	rc0
RexxInfo	internalDigits	instance	agree	rc0
RexxInfo	internalMaxNumber	instance	agree	rc0
RexxInfo	internalMinNumber	instance	agree	rc0
RexxInfo	languageLevel	instance	agree	rc0
RexxInfo	libraryPath	instance	send-differs	oracle rc0 VALUE /home/moritz/dev/repos/ooRexx/build/lib; crate rc120 rexx-exec: method "LIBRARYPATH" of class "RexxInfo" is not implemented (Phase 5)
RexxInfo	majorVersion	instance	agree	rc0
RexxInfo	maxArraySize	instance	agree	rc0
RexxInfo	maxExponent	instance	agree	rc0
RexxInfo	maxPathLength	instance	agree	rc0
RexxInfo	minExponent	instance	agree	rc0
RexxInfo	modification	instance	agree	rc0
RexxInfo	name	instance	agree	rc0
RexxInfo	package	instance	agree	rc0
RexxInfo	pathSeparator	instance	agree	rc0
RexxInfo	platform	instance	agree	rc0
RexxInfo	release	instance	agree	rc0
RexxInfo	revision	instance	agree	rc0
RexxInfo	version	instance	agree	rc0
Routine	[]	instance	agree	rc0
Routine	annotation	instance	agree	rc0
Routine	annotations	instance	agree	rc0
Routine	call	instance	agree	rc0
Routine	callWith	instance	agree	rc0
Routine	loadExternalRoutine	class	send-differs	oracle rc0 VALUE a Routine; crate rc120 rexx-exec: loadExternalRoutine is not implemented (Phase 7)
Routine	new	class	agree	rc0
Routine	newFile	class	agree	rc0
Routine	package	instance	agree	rc0
Routine	setSecurityManager	instance	send-differs	oracle rc0 VALUE 1; crate rc120 rexx-exec: a security manager is not implemented (D12, Phase 7)
Routine	source	instance	agree	rc0
StackFrame	arguments	instance	agree	rc0
StackFrame	context	instance	agree	rc0
StackFrame	invocation	instance	agree	rc0
StackFrame	line	instance	agree	rc0
StackFrame	makeString	instance	agree	rc0
StackFrame	name	instance	agree	rc0
StackFrame	string	instance	agree	rc0
StackFrame	target	instance	agree	rc0
StackFrame	traceLine	instance	agree	rc0
StackFrame	type	instance	agree	rc0
WeakReference	new	class	agree	rc0
WeakReference	value	instance	agree	rc0
